Number,Photo,Artist,Artwork Title,Year,Location (Country),"Tentative Description (Note: each description was not provided by the artists, but was generated using artificial intelligence with human supervision, and is still open to different interpretations).",Website link,Author Photo / Copyrights ,,,,,,,,,,,,,,,,,,,,,,,,,,Aware_SD
714,Picture,Sancho Medina,(Unknown Title),2022,Colombia,"A child's face flanked by hands painted with rainbow colors. The child's expression is of joy, and the colorful hands appear to be raised in play. Behind the child, abstract shapes and designs. The color scheme is varied, with the hands displaying a full spectrum of colors; the child has more naturally toned face.",https://www.instagram.com/p/CdHhb_7DIO8/ ,Sancho Medina,,,,,,,,,,,,,,,,,,,,,,,,,,2.60
715,Picture,Sancho Medina,Dale play!,2020,Colombia,"A person with closed eyes, holding the hands near the face as if gently blowing or cupping something. The person's face and hands are rendered in warm colors, including shades of orange, yellow, and pink. Surrounding the person are vibrant, large green leaves and blue flowers with touches of pink and purple. The background is a gradient of bright orange and yellow. The artist's tag appears in white on the top right corner of the mural. ",https://www.instagram.com/p/CJWnMsejEsk/ ,Sancho Medina,,,,,,,,,,,,,,,,,,,,,,,,,,2.82
716,Picture,Sancho Medina,Mama Pacha,2020,Colombia,"An elderly person with long white hair, holding a bowl filled with soil and a young plant. Surrounding their are various fruits and vegetables, including corn, avocado, tomatoes, and carrots, against a colorful background. Colors: Mix of bright and earthy colors, including shades of green, yellow, orange, red, and blue. 
",https://www.instagram.com/p/B8mHCNjDN2m/ ,Sancho Medina,,,,,,,,,,,,,,,,,,,,,,,,,,2.69
717,Picture,Sancho Medina,UNIE,2019,Colombia,"Three interlocked hands of different colors and races (symbolizing unity and collaboration). Surrounding the hands are colorful flowers. Bright and varied colors, including shades of yellow, orange, purple, blue, green, and pink. ",https://www.instagram.com/p/B5oYVKMjF9Z/ ,Sancho Medina,,,,,,,,,,,,,,,,,,,,,,,,,,1.79
718,Picture,Sancho Medina,TRIBUTO A LA PACHA MAMA,2019,Colombia,"An elderly person, likely of indigenous descent, wearing traditional attire and a colorful headdress. The person is adorned with a large earring and set against a background of abstract, colorful shapes and elements of nature. A broad spectrum of bright colors, including yellows, greens, blues, reds, and purples. 
",https://www.instagram.com/p/BurZtg3jM4i/ ,Sancho Medina,,,,,,,,,,,,,,,,,,,,,,,,,,2.41
719,Picture,Sancho Medina,El mundo es de ellos!,2018,Colombia,"Three children of different ethnic backgrounds, all smiling. They are surrounded by large flowers and green foliage, which frame their faces against a colorful background. A wide range of bright colors, including shades of orange, green, purple, blue, and pink. ",https://www.instagram.com/p/BnSFwoDACLW/ ,Sancho Medina,,,,,,,,,,,,,,,,,,,,,,,,,,2.58
720,Picture,Sancho Medina,(Unknown Title),2014,Colombia,"Two elderly people interacting intimately. One person is playfully squinting with a surprised expression, while the other person is kissing the other cheek. The mural is monochromatic with pink accents and graffiti letter elements.
",https://www.instagram.com/p/ruk51RoOnl/ ,Sancho Medina,,,,,,,,,,,,,,,,,,,,,,,,,,2.48
721,Picture,Sancho Medina,Graficalia 2019 ,2019,Colombia,"A person with their eyes closed, embracing the Earth, which is partly aflame. their hair is adorned with flowers and green leaves. The background is filled with colorful geometric shapes and patterns. A wide range of bright colors, including shades of blue, green, purple, pink, orange, and yellow. 
",https://www.instagram.com/p/B2FhKbBjYwA/ ,Sancho Medina,,,,,,,,,,,,,,,,,,,,,,,,,,2.61
722,Picture,Mariana Duarte Santos,The reading,2021,Portugal,"A group of children and a few adults gathered around, focused on an object one of the children is holding. Colors: Muted color palette, with shades of blue, gray, brown, and black. (Note: Artist's Instagram post explains that the mural was inspired by the Museu de Lisboa's collection to reflect the history and residents of the local neighborhood. They chose to modernize ""The Reading,"" incorporating local children who participate in an afterschool program run by volunteer women in the community. These women dedicate their time to assisting children with their challenges and promoting an atmosphere of acceptance and inclusion). ",https://www.instagram.com/p/CVtI-oRsKZB/ ,Mariana Duarte Santos,,,,,,,,,,,,,,,,,,,,,,,,,,2.60
723,Picture,Mariana Duarte Santos,“Memories of the invasion”,2021,Portugal,"An elderly person sitting and looking thoughtfully to the side. They are surrounded by newspapers and photographs, which seem to document historical events and personal memories. The backdrop is filled with large, detailed newspaper clippings. Colors: Muted color palette, primarily consisting of shades of brown, beige, and gray. 
",https://www.instagram.com/p/CVTYMkYs36K/ ,Bruno Cunha,,,,,,,,,,,,,,,,,,,,,,,,,,2.57
724,Picture,Mariana Duarte Santos,“Neighbors”,2021,Portugal,"A multi-story building with various people on its balconies and staircases. The individuals are engaged in different activities, such as talking, leaning on railings, or interacting with each other. The scene depicts the communal life, showing social interactions in a shared living space. Colors: Muted colors with shades of gray, brown, green, and blue. (Note: Aims to capture everyday life and the interactions that occur in the stairwells of local buildings, which featured locals who consented to be photographed, reflecting the unique narrative of the neighborhood).
",https://www.instagram.com/p/CUyDo2ZMqBl/ ,Mariana Duarte Santos,,,,,,,,,,,,,,,,,,,,,,,,,,2.60
725,Picture,Mariana Duarte Santos,Knitting,2021,Portugal,"A group of elderly people sitting together outdoors, engaged in knitting or similar handiwork. The scene is monochromatic, emphasizing the figures against a textured background of stone steps and walls.
",https://www.instagram.com/p/CSUwnvjsGWT/,Mariana Duarte Santos,,,,,,,,,,,,,,,,,,,,,,,,,,2.13
726,Picture,Mariana Duarte Santos,Loucos anos 20,2022,Portugal,"A group of people from the early 20th century, dressed in period attire, including cloche hats and fur-collared coats. They are gathered together, engaged in conversation, with a background that suggests they are in a public or social setting, such as a race track or a fairground, indicated by the fencing and the crowd in the background. Colors: Muted, earthy tones such as browns, beiges, and grays, with some pastel accents in the women’s clothing. 
",https://www.instagram.com/p/CdOkxPMsggi/,Mariana Duarte Santos,,,,,,,,,,,,,,,,,,,,,,,,,,2.89
727,Picture,Mariana Duarte Santos,The Chorus Women;  of “Murder in the Cathedral”,2022,Republic of Ireland,"Multiple women, depicted in a monochromatic color scheme. The people are shown wearing headscarves and looking determined or thoughtful, suggesting a sense of resilience and solidarity. The expressions on their faces reflect a range of emotions, adding depth and complexity to the artwork.
",https://www.instagram.com/p/ClE3YHrswog/,Mariana Duarte Santos,,,,,,,,,,,,,,,,,,,,,,,,,,2.84
728,Picture,Mariana Duarte Santos,Festas do Povo,2022,Portugal,"People working together, possibly in a workshop or factory setting. The people are engaged in what appears to be a craft or manufacturing activity, involving flowers or similar items. The scene is rendered in a monochromatic color scheme.
",https://www.instagram.com/p/ChF1ws2Ma2l/,Mariana Duarte Santos,,,,,,,,,,,,,,,,,,,,,,,,,,3.27
729,Picture,Bordalo II,Orangutans,2018,United States,"An orangutan holding a baby orangutan, with the larger orangutan raising its arm with a fist. The artwork is textured and three-dimensional, incorporating various materials and objects, giving it a unique, tactile appearance.
",https://www.instagram.com/p/CFEKJgwMLVN/ ,foto_podushka__,,,,,,,,,,,,,,,,,,,,,,,,,,3.14
730,Picture,Bordalo II,Half Sea Turtle,2019,French Polynesia,"A sea turtle crafted using various pieces of discarded plastic and other materials, creating a textured and three-dimensional effect. The turtle is set against a background of blue and green hues, mimicking the ocean.
",https://www.instagram.com/p/B4CPWzuHXIk/,Selina Miles,,,,,,,,,,,,,,,,,,,,,,,,,,2.79
731,Picture,Bordalo II,Half Mouflon,2021,France,"A ram with large, curved horns. The ram is depicted in a mixed-media style, with one half of the artwork made from a variety of discarded materials, including colorful plastic pieces, electronic parts, and metal objects. The other half is painted realistically, showcasing the natural texture and color of the ram's fur and horns.
",https://www.instagram.com/p/CPY1eZ3tx03/,Bordalo II,,,,,,,,,,,,,,,,,,,,,,,,,,2.62
732,Picture,Bordalo II,Plastic Baby Owl,2020,Portugal,"A colorful owl constructed from various pieces of discarded plastic and other materials. The owl’s large eyes and detailed feathers are created using a mix of bright, vibrant colors and textures. The use of recycled materials gives the artwork a three-dimensional effect.
",https://www.instagram.com/p/B74MJqCnYMs/,Bordalo II,,,,,,,,,,,,,,,,,,,,,,,,,,2.97
733,Picture,Bordalo II,Three Polar Bears,2020,France,"A mother bear with two cubs, created using various pieces of discarded materials, giving it a textured and three-dimensional appearance. ",https://www.instagram.com/p/B84UGdjHGl7/,Bordalo II,,,,,,,,,,,,,,,,,,,,,,,,,,2.96
734,Picture,Bordalo II,Pelicans,2020,Portugal,"Two pelicans created using various pieces of discarded materials, giving them a textured and three-dimensional appearance. The birds are set against a blue and white background.
",https://www.instagram.com/p/B9zrofinO_2/ ,Miguel Portelinha,,,,,,,,,,,,,,,,,,,,,,,,,,3.02
735,Picture,Bordalo II,Barbary Baby and Mom Monkey,2020,Portugal,"Two monkeys, a mother and their baby, created using various pieces of discarded materials. The monkeys are portrayed in an embrace. The use of recycled materials gives the artwork a textured and three-dimensional appearance.

",https://www.instagram.com/p/CDPQM7XHra3/,,,,,,,,,,,,,,,,,,,,,,,,,,,2.45
736,Picture,Bordalo II,Moose Father and Baby ,2022,United States,"A large moose and its calf, created using various pieces of discarded materials. The mural uses shades of brown, beige, and gray, reflecting the natural colors of moose. The use of recycled materials adds varied textures.",https://www.instagram.com/p/CfhdjXbt9cY/,tostfilms,,,,,,,,,,,,,,,,,,,,,,,,,,2.38
737,Picture,Bordalo II,Half Harbor Seal,2018,United States,"A seal created using various pieces of discarded materials, giving it a textured and three-dimensional appearance. The seal is shown in a seated position with expressive eyes. Colors: shades of gray and black to depict the seal; recycled materials with varied colors such as blue, green, yellow, purple, and red.
",https://www.instagram.com/p/BfrJQOJh4Ml/,,,,,,,,,,,,,,,,,,,,,,,,,,,2.93
738,Picture,Bordalo II,Garça,2014,Portugal,"Two birds made from various pieces of discarded materials. The birds are surrounded by colorful plastic debris. The left side features a group of multi-colored birds, while the right side shows a larger bird in a more monochromatic palette, set against a red and white background.
",https://www.instagram.com/p/BZ7N9lrBj7f/,,,,,,,,,,,,,,,,,,,,,,,,,,,2.36
739,Picture,Bordalo II,Half Wood Turtle,2017,Canada,"A turtle created using various pieces of discarded materials, particularly colorful plastic debris. The turtle is shown in a naturalistic pose, with its shell and body composed of an array of vibrant, repurposed objects.
",https://www.instagram.com/p/BWddwULBeJU/,,,,,,,,,,,,,,,,,,,,,,,,,,,2.13
